+Requests: 100
req58;z23;4;542;283;car3,car0,car1,car8,car9,car6,car7,car4,car5;280;55
req59;z14;0;632;153;car2,car3,car0,car1,car9,car6,car4,car5;150;30
req60;z7;6;705;212;car3,car6,car7,car5;210;40
req61;z21;4;795;312;car8,car6,car7,car5;310;60
req62;z6;4;834;272;car0,car1;270;55
req63;z24;2;557;309;car2,car3,car1,car8,car9,car6,car7,car4,car5;310;60
req64;z1;1;896;152;car2,car3,car0,car1,car7,car4,car5;150;30
req65;z8;3;788;153;car3,car8;150;30
req66;z4;6;554;347;car3,car7;350;70
req67;z22;6;558;324;car9,car6,car7,car4;320;65
req68;z5;1;510;204;car1;200;40
req69;z23;6;542;358;car9,car6;360;70
req70;z4;0;1030;154;car2,car3,car0,car1,car9,car7,car5;150;30
req71;z9;3;824;197;car2,car1,car6,car5;200;40
req72;z4;3;550;168;car2,car7;170;35
req73;z5;5;535;290;car3,car6,car5;290;60
req74;z18;5;590;226;car2,car9,car6,car5;230;45
req75;z7;0;713;347;car2,car0,car1,car6,car7,car4,car5;350;70
req76;z0;4;609;233;car8,car6,car7,car4;230;45
req77;z19;4;841;348;car9;350;70
req78;z11;6;683;283;car0,car4,car5;280;55
req79;z16;5;742;137;car2,car0,car1,car8,car6,car4;140;30
req80;z16;3;598;235;car2,car3,car8;240;50
req81;z2;3;682;300;car7,car4,car5;300;60
req82;z9;1;875;238;car8,car4;240;50
req83;z4;0;579;335;car4;340;70
req84;z17;1;865;200;car0,car8;200;40
req85;z0;5;765;190;car2,car3,car0,car1,car6,car7,car4,car5;190;40
req86;z12;3;734;357;car3,car0,car8,car9,car7,car4,car5;360;70
req87;z23;0;696;331;car8,car9,car6,car7,car4,car5;330;65
req88;z11;3;812;250;car2,car3,car0,car1,car8,car6,car7,car4,car5;250;50
req89;z17;4;614;145;car2,car3,car1,car8,car6,car7,car4;150;30
req90;z6;6;947;249;car2,car0,car1,car8,car9,car6,car7,car5;250;50
req91;z13;5;523;319;car3,car1,car9,car5;320;65
req92;z24;5;822;139;car7;140;30
req93;z21;3;830;356;car2,car3,car8,car7,car5;360;70
req94;z6;4;753;283;car2,car3,car0,car8,car6,car7,car4;280;55
req95;z8;4;600;207;car2,car3,car0,car1,car9,car7;210;40
req96;z5;1;1023;138;car2,car3,car0,car8,car9,car4;140;30
req97;z3;1;667;341;car2,car3,car8,car9;340;70
req98;z4;2;629;187;car8,car5;190;40
req99;z19;4;609;355;car1,car6,car5;360;70
+Zones: 25
z0;z1,z5,z6
z1;z0,z2,z6,z5,z7
z2;z1,z3,z7,z6,z8
z3;z2,z4,z8,z7,z9
z4;z3,z9,z8
z5;z6,z0,z1,z10,z11
z6;z5,z7,z1,z0,z2,z11,z10,z12
z7;z6,z8,z2,z1,z3,z12,z11,z13
z8;z7,z9,z3,z2,z4,z13,z12,z14
z9;z8,z4,z3,z14,z13
z10;z11,z5,z6,z15,z16
z11;z10,z12,z6,z5,z7,z16,z15,z17
z12;z11,z13,z7,z6,z8,z17,z16,z18
z13;z12,z14,z8,z7,z9,z18,z17,z19
z14;z13,z9,z8,z19,z18
z15;z16,z10,z11,z20,z21
z16;z15,z17,z11,z10,z12,z21,z20,z22
z17;z16,z18,z12,z11,z13,z22,z21,z23
z18;z17,z19,z13,z12,z14,z23,z22,z24
z19;z18,z14,z13,z24,z23
z20;z21,z15,z16
z21;z20,z22,z16,z15,z17
z22;z21,z23,z17,z16,z18
z23;z22,z24,z18,z17,z19
z24;z23,z19,z18
+Vehicles: 10
car0
car1
car2
car3
car4
car5
car6
car7
car8
car9
+Days: 7
